industry_sector,consumption_unit,energy_consumed,emissions_co2eq,fuel_description,fuel_type,financial_year_start_date
Iron and Steel,tonne,4.704837556e-05,192.5480652,Petroleum coke calcined,petroleum fuels,2007-01-01 00:00:00+05:30
Non-Metallic Minerals,K. litre,8.214865375e-05,255.7159424,Diesel,petroleum fuels,2015-01-01 00:00:00+05:30
Iron and Steel,K.litres,1.530988447e-05,47.65727997,Diesel,petroleum fuels,2012-01-01 00:00:00+05:30
Non-Metallic Minerals,Tonne,0.0009340973338,3822.844727,Petroleum coke,petroleum fuels,2013-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",k. litres,0.001947104698,5881.686035,Kerosene,petroleum fuels,2009-01-01 00:00:00+05:30
Machinery,K.litres,1.323296487e-06,3.997327328,Kerosene,petroleum fuels,2010-01-01 00:00:00+05:30
Chemicals & fertilisers,K. litre,0.0002447846055,739.4293213,Kerosene n.e.c,petroleum fuels,2017-01-01 00:00:00+05:30
Chemicals & fertilisers,K. litre,0.01342739444,40560.58984,Kerosene,petroleum fuels,2015-01-01 00:00:00+05:30
Transport Equipment,Tonne,0.01541186776,63073.91797,Petroleum coke,petroleum fuels,2012-01-01 00:00:00+05:30
Manufacture of Solid Fuels,K. litre,4.666311426e-08,0.1452549845,Diesel,petroleum fuels,2017-01-01 00:00:00+05:30
Chemicals & fertilisers,K. litre,0.0008543673321,2777.55542,Fuel oils n.e.c,petroleum fuels,2016-01-01 00:00:00+05:30
Chemicals & fertilisers,K.litres,0.0003150439297,947.7069092,Superior kerosene,petroleum fuels,2012-01-01 00:00:00+05:30
Chemicals & fertilisers,K. litre,0.002018451458,6215.517578,Light petroleum oil,petroleum fuels,2016-01-01 00:00:00+05:30
Iron and Steel,tonne,0.0003453604295,1547.114136,"Coke and semi-coke of coal, of lignite or of peat; retort carbon n.e.c",Coal and Lignite,2008-01-01 00:00:00+05:30
Transport Equipment,tonne,0.0002516973473,818.2701416,Furnace oil,petroleum fuels,2008-01-01 00:00:00+05:30
Non-specified Industry,Kwatt,0.0,0.0,Electricity own generated,Forms of energy,2017-01-01 00:00:00+05:30
Non-Ferrous Metals,kwh,6.755028153e-06,80.13221741,Electricity purchased,Forms of energy,2006-01-01 00:00:00+05:30
Non-Metallic Minerals,Kwatt,0.04115658207,469078.1563,Electricity purchased,Forms of energy,2015-01-01 00:00:00+05:30
Machinery,kwh,0.03518938338,388790.0,Electricity purchased,Forms of energy,2009-01-01 00:00:00+05:30
Non-Metallic Minerals,Tonne,0.003020823759,12239.82715,Coal consumed,Coal and Lignite,2017-01-01 00:00:00+05:30
"Pulp, Paper and Print",Kwatt,0.07591616567,865247.125,Electricity purchased,Forms of energy,2016-01-01 00:00:00+05:30
Non-specified Industry,K. litre,0.0006315252976,1965.8396,High speed diesel,petroleum fuels,2017-01-01 00:00:00+05:30
Machinery,Kg,3.355001172e-05,78.87513733,"Gas, n.e.c",All gases,2017-01-01 00:00:00+05:30
Iron and Steel,kwh,0.0,0.0,Electricity own generated,Forms of energy,2004-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",K.litres,0.01241122931,38634.22266,Diesel,petroleum fuels,2011-01-01 00:00:00+05:30
Manufacture of Solid Fuels,Tonne,0.000489533646,2003.443359,Petroleum coke,petroleum fuels,2017-01-01 00:00:00+05:30
Non-Metallic Minerals,Litre,0.001266726293,4118.137695,Furnace oil,petroleum fuels,2013-01-01 00:00:00+05:30
Non-Ferrous Metals,Tonne,2.646497524e-05,108.3093719,Petroleum coke calcined,petroleum fuels,2012-01-01 00:00:00+05:30
Chemicals & fertilisers,k. litres,0.008301025257,25075.19141,Kerosene,petroleum fuels,2004-01-01 00:00:00+05:30
Chemicals & fertilisers,K. litre,0.0005069117178,1577.937012,High speed diesel,petroleum fuels,2014-01-01 00:00:00+05:30
Chemicals & fertilisers,kwh,0.007421831519,88042.24219,Electricity purchased,Forms of energy,2006-01-01 00:00:00+05:30
Non-Metallic Minerals,Tonne,0.001543959603,6318.739746,Petroleum coke,Petroleum fuels,2016-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",,4.307479685e-05,510.979187,Electricity purchased,Forms of energy,2006-01-01 00:00:00+05:30
Iron and Steel,K.litres,3.716728315e-06,11.56959534,Gas oils,petroleum fuels,2011-01-01 00:00:00+05:30
Chemicals & fertilisers,K. litre,0.001752366079,5396.147949,Light petroleum oil,petroleum fuels,2017-01-01 00:00:00+05:30
Chemicals & fertilisers,K. litre,0.001622409793,4900.869141,Kerosene n.e.c,petroleum fuels,2014-01-01 00:00:00+05:30
Transport Equipment,K.litres,0.001008926425,3106.837158,Light petroleum oil,petroleum fuels,2012-01-01 00:00:00+05:30
Iron and Steel,Tonne,0.001238516299,5068.695801,Petroleum coke calcined,petroleum fuels,2010-01-01 00:00:00+05:30
Non-Ferrous Metals,K.litres,0.0002474400681,804.4297485,Fuel oils n.e.c,petroleum fuels,2012-01-01 00:00:00+05:30
Non-Ferrous Metals,Litre,0.002704105107,8791.068359,Furnace oil,petroleum fuels,2014-01-01 00:00:00+05:30
Machinery,Litre,0.007915719412,25734.07031,Furnace oil,petroleum fuels,2015-01-01 00:00:00+05:30
Non-Metallic Minerals,tonne,2.382611228e-06,7.745889187,Furnace oil,petroleum fuels,2004-01-01 00:00:00+05:30
Non-specified Industry,K. litre,0.01258795988,38762.73047,Other light petroleum oils and light oils obtained from bituminous minerals n.e.c,petroleum fuels,2016-01-01 00:00:00+05:30
Non-Metallic Minerals,Tonne,0.05745141208,235123.0781,Petroleum coke,petroleum fuels,2012-01-01 00:00:00+05:30
Iron and Steel,tonne,4.048699793e-06,13.16235733,Furnace oil,petroleum fuels,2006-01-01 00:00:00+05:30
Iron and Steel,Litre,0.000219685433,714.1991577,Furnace oil,petroleum fuels,2016-01-01 00:00:00+05:30
Iron and Steel,Tonne,0.02577832009,104449.0547,Coal consumed,Coal and Lignite,2010-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",k. litres,0.000865723996,2615.122314,Kerosene,petroleum fuels,2007-01-01 00:00:00+05:30
Non-specified Industry,Cubic meter,3.49765869e-05,82.22896576,Re-gasified LNG,Natural gas,2013-01-01 00:00:00+05:30
Machinery,tonne,0.01262865029,51683.44922,Petroleum coke,petroleum fuels,2007-01-01 00:00:00+05:30
Textile and Leather,Tonne,7.741968875e-05,347.6376953,Petroleum products obtained from bitumen n.e.c.,petroleum fuels,2017-01-01 00:00:00+05:30
Iron and Steel,K.litres,2.851460067e-06,8.876150131,Gas oils,petroleum fuels,2010-01-01 00:00:00+05:30
Non-Metallic Minerals,K.litres,0.000170006504,511.4091492,Superior kerosene,petroleum fuels,2012-01-01 00:00:00+05:30
Machinery,K.litres,7.275201824e-06,21.88507271,Superior kerosene,petroleum fuels,2012-01-01 00:00:00+05:30
Machinery,tonne,7.886582353e-06,18.54113388,natural gas,Natural gas,2007-01-01 00:00:00+05:30
Textile and Leather,k. litres,0.0006081828033,1837.158569,Kerosene,petroleum fuels,2005-01-01 00:00:00+05:30
Machinery,K. litre,6.318366559e-06,19.00674629,Superior kerosene,petroleum fuels,2013-01-01 00:00:00+05:30
Iron and Steel,k. litres,8.786827675e-05,265.4267273,Kerosene,petroleum fuels,2009-01-01 00:00:00+05:30
Non-specified Industry,Tonne,0.0001440853957,646.9868164,Petroleum products obtained from bitumen n.e.c.,petroleum fuels,2016-01-01 00:00:00+05:30
Wood and wood products,K. Watt,0.01241462456,140050.6563,Electricity purchased,Forms of energy,2011-01-01 00:00:00+05:30
Chemicals & fertilisers,Kwatt,0.09815250549,1118683.625,Electricity purchased,Forms of energy,2017-01-01 00:00:00+05:30
Iron and Steel,K.litres,9.901431213e-07,2.990959167,Kerosene,petroleum fuels,2010-01-01 00:00:00+05:30
Transport Equipment,K. litre,0.004352669232,13403.39063,Light petroleum oil,petroleum fuels,2016-01-01 00:00:00+05:30
Machinery,Kg,0.009765351191,25820.05469,Liquidified petroleum gas (LPG),Petroleum fuels,2014-01-01 00:00:00+05:30
Non-Metallic Minerals,kwh,0.002448741229,29048.44531,Electricity purchased,Forms of energy,2004-01-01 00:00:00+05:30
Transport Equipment,K.litres,0.00364208105,11840.43555,Fuel oils n.e.c,petroleum fuels,2010-01-01 00:00:00+05:30
Machinery,K.litres,6.826717254e-06,20.53595161,Superior kerosene,petroleum fuels,2010-01-01 00:00:00+05:30
Iron and Steel,tonne,5.686129043e-06,23.27079582,Petroleum coke,petroleum fuels,2006-01-01 00:00:00+05:30
Non-Metallic Minerals,Tonne,0.002944301425,11929.77148,Coal consumed,Coal and Lignite,2012-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",K. litre,0.01613967121,46996.74609,Spirit type (gasolene type) jet fuel,petroleum fuels,2013-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",tonne,0.003724842251,15092.38086,Coal consumed,Coal and Lignite,2009-01-01 00:00:00+05:30
Non-Metallic Minerals,K.litres,2.857590744e-06,8.632022858,Kerosene n.e.c,petroleum fuels,2012-01-01 00:00:00+05:30
Iron and Steel,Tonne,0.00155653758,6370.21582,Petroleum coke calcined,petroleum fuels,2013-01-01 00:00:00+05:30
Non-Metallic Minerals,tonne,0.0003022399032,1191.635254,Coal,Coal,2004-01-01 00:00:00+05:30
Machinery,K. litre,3.742248282e-06,11.64903545,High speed diesel,petroleum fuels,2013-01-01 00:00:00+05:30
Chemicals & fertilisers,tonne,0.0001452688448,594.520752,Petroleum coke,petroleum fuels,2009-01-01 00:00:00+05:30
Iron and Steel,tonne,0.0001213717042,394.5804138,Furnace oil,petroleum fuels,2007-01-01 00:00:00+05:30
Chemicals & fertilisers,K. litre,0.0005173925892,1682.047607,Fuel oils n.e.c,petroleum fuels,2014-01-01 00:00:00+05:30
Non-Metallic Minerals,tonne,0.001728375559,7003.0625,Coal consumed,Coal and Lignite,2006-01-01 00:00:00+05:30
Machinery,Tonne,0.000105626008,427.9773254,Coal consumed,Coal and Lignite,2016-01-01 00:00:00+05:30
Non-Ferrous Metals,K. Watt,0.002536358601,29202.87891,Electricity purchased,Forms of energy,2012-01-01 00:00:00+05:30
Non-Metallic Minerals,K. Watt,0.002455048894,27695.6582,Electricity purchased,Forms of energy,2011-01-01 00:00:00+05:30
Machinery,Kwatt,0.04282484021,488091.9688,Electricity purchased,Forms of energy,2015-01-01 00:00:00+05:30
Transport Equipment,Cubic meter,6.05609589e-05,142.2985077,Gas consumed,Natural gas,2008-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",K. litre,0.0002291257551,744.8897705,Fuel oils n.e.c,petroleum fuels,2013-01-01 00:00:00+05:30
Non-Ferrous Metals,Kwatt,0.002024686541,23076.16797,Electricity purchased,Forms of energy,2017-01-01 00:00:00+05:30
"Pulp, Paper and Print",kwh,0.0,0.0,Electricity own generated,Forms of energy,2004-01-01 00:00:00+05:30
Transport Equipment,tonne,0.002115553711,8658.020508,Petroleum coke,petroleum fuels,2009-01-01 00:00:00+05:30
Chemicals & fertilisers,K.litres,0.008810830303,28644.08203,Fuel oils n.e.c,petroleum fuels,2012-01-01 00:00:00+05:30
Non-specified Industry,kwh,0.0,0.0,Electricity own generated,Forms of energy,2004-01-01 00:00:00+05:30
Wood and wood products,K. litre,0.001092034974,3399.334473,Diesel,petroleum fuels,2015-01-01 00:00:00+05:30
Non-specified Industry,K. litre,0.003922661301,12210.63184,High speed diesel,petroleum fuels,2016-01-01 00:00:00+05:30
Non-specified Industry,kwh,0.0,0.0,Electricity own generated,Forms of energy,2007-01-01 00:00:00+05:30
Non-Metallic Minerals,kwh,0.003002402662,35616.3125,Electricity purchased,Forms of energy,2005-01-01 00:00:00+05:30
Non-Ferrous Metals,Kwatt,0.004103124549,46764.96484,Electricity purchased,Forms of energy,2015-01-01 00:00:00+05:30
Chemicals & fertilisers,k. litres,3.086558354e-05,96.07975006,High speed diesel,petroleum fuels,2007-01-01 00:00:00+05:30
Non-Metallic Minerals,Tonne,0.003171555698,14207.64453,Lignite briquettes,Coal & Lignite Products,2011-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",kwh,0.0,0.0,Electricity own generated,Forms of energy,2006-01-01 00:00:00+05:30
Non-Metallic Minerals,k. litres,7.306554295e-08,0.2274416238,High speed diesel,petroleum fuels,2004-01-01 00:00:00+05:30
Non-Metallic Minerals,k. litres,0.0001215843586,378.4731445,High speed diesel,petroleum fuels,2009-01-01 00:00:00+05:30
Non-Ferrous Metals,K. Watt,0.001588876016,17924.27539,Electricity purchased,Forms of energy,2011-01-01 00:00:00+05:30
Iron and Steel,kwh,0.0,0.0,Electricity own generated,Forms of energy,2007-01-01 00:00:00+05:30
Non-Metallic Minerals,K.litres,0.0008282135241,2578.099365,High speed diesel,petroleum fuels,2012-01-01 00:00:00+05:30
Chemicals & fertilisers,Tonne,0.0001100998707,450.5897827,Petroleum coke calcined,petroleum fuels,2015-01-01 00:00:00+05:30
Machinery,kwh,0.01572633761,182897.3594,Electricity purchased,Forms of energy,2007-01-01 00:00:00+05:30
Manufacture of Solid Fuels,Litres,1.239930469e-08,0.04031024128,Furnace oil,petroleum fuels,2010-01-01 00:00:00+05:30
Non-Ferrous Metals,K.litres,4.063906454e-05,126.5030594,Diesel,petroleum fuels,2010-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",kwh,0.003798168632,45056.16797,Electricity purchased,Forms of energy,2004-01-01 00:00:00+05:30
Non-Metallic Minerals,tonne,0.02595342137,84374.79688,Furnace oil,petroleum fuels,2008-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",Tonne,0.008430671325,34159.54297,Coal consumed,Coal and Lignite,2010-01-01 00:00:00+05:30
"Pulp, Paper and Print",Kwatt,0.03469488382,395431.5625,Electricity purchased,Forms of energy,2015-01-01 00:00:00+05:30
"Pulp, Paper and Print",kwh,0.0,0.0,Electricity own generated,Forms of energy,2006-01-01 00:00:00+05:30
Chemicals & fertilisers,Cubic meter,0.002409077866,5663.674316,Gas consumed,Natural gas,2009-01-01 00:00:00+05:30
Non-Metallic Minerals,k. litres,0.0001175066718,365.7799377,High speed diesel,petroleum fuels,2004-01-01 00:00:00+05:30
Non-Metallic Minerals,Tonne,0.0009572549025,3852.037109,Coal,Coal,2017-01-01 00:00:00+05:30
Wood and wood products,tonne,0.006353018805,25741.27148,Coal consumed,Coal and Lignite,2009-01-01 00:00:00+05:30
Non-Metallic Minerals,Litre,0.0003970357939,1290.766724,Furnace oil,petroleum fuels,2015-01-01 00:00:00+05:30
Iron and Steel,Kwatt,0.0,0.0,Electricity own generated,Forms of energy,2017-01-01 00:00:00+05:30
Transport Equipment,kwh,0.0,0.0,Electricity own generated,Forms of energy,2005-01-01 00:00:00+05:30
Non-Metallic Minerals,Kwatt,0.008498931037,96865.74219,Electricity purchased,Forms of energy,2015-01-01 00:00:00+05:30
Non-Metallic Minerals,Tonne,0.0004814763088,1970.468262,Petroleum coke,Petroleum fuels,2015-01-01 00:00:00+05:30
Iron and Steel,k. litres,1.323137777e-08,0.03996847942,Kerosene,petroleum fuels,2006-01-01 00:00:00+05:30
Non-Metallic Minerals,tonne,0.0002458880772,989.4647827,Coal,Coal,2004-01-01 00:00:00+05:30
Textile and Leather,K.litres,0.0007881582133,2453.41333,Diesel,petroleum fuels,2010-01-01 00:00:00+05:30
Machinery,Cubic meter,2.78066498e-05,65.37265015,Gas consumed,Natural gas,2010-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",,0.0,0.0,Electricity own generated,Forms of energy,2006-01-01 00:00:00+05:30
Non-Metallic Minerals,kwh,0.0,0.0,Electricity own generated,Forms of energy,2006-01-01 00:00:00+05:30
Non-specified Industry,tonne,9.566059452e-05,387.5992737,Coal consumed,Coal and Lignite,2005-01-01 00:00:00+05:30
"Pulp, Paper and Print",Tonne,0.1477919212,598825.875,Coal consumed,Coal and Lignite,2010-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",Tonne,0.001939398888,7858.09082,Coal consumed,Coal and Lignite,2016-01-01 00:00:00+05:30
Chemicals & fertilisers,Kg,0.00310712168,8215.378906,Liquidified petroleum gas (LPG),Petroleum fuels,2014-01-01 00:00:00+05:30
Non-specified Industry,Kwatt,0.05550482908,619700.5,Electricity purchased,Forms of energy,2010-01-01 00:00:00+05:30
Chemicals & fertilisers,K. litre,0.006645001937,20072.78711,Kerosene,petroleum fuels,2014-01-01 00:00:00+05:30
Non-Ferrous Metals,kwh,0.000766545495,8469.179688,Electricity purchased,Forms of energy,2009-01-01 00:00:00+05:30
Non-Metallic Minerals,Tonne,0.01695613563,69393.92188,Petroleum coke calcined,petroleum fuels,2017-01-01 00:00:00+05:30
Chemicals & fertilisers,Tonne,0.0005558349076,2274.785156,Petroleum coke,petroleum fuels,2011-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",tonne,0.02582677267,83963.0625,Furnace oil,petroleum fuels,2004-01-01 00:00:00+05:30
Non-Ferrous Metals,Kwatt,0.005480626249,62464.90625,Electricity purchased,Forms of energy,2014-01-01 00:00:00+05:30
Chemicals & fertilisers,Cubic meter,3.923458518e-06,9.223940849,Gas consumed,All gases,2013-01-01 00:00:00+05:30
Manufacture of Solid Fuels,Litre,3.668155273e-07,1.19252038,Furnace oil,petroleum fuels,2016-01-01 00:00:00+05:30
Non-Ferrous Metals,tonne,5.482645429e-05,178.241272,Furnace oil,petroleum fuels,2007-01-01 00:00:00+05:30
Non-Ferrous Metals,Tonne,1.528915838e-08,0.06257171929,Petroleum coke,petroleum fuels,2012-01-01 00:00:00+05:30
Non-specified Industry,Tonne,3.880192162e-05,158.798996,Petroleum coke calcined,petroleum fuels,2014-01-01 00:00:00+05:30
Chemicals & fertilisers,Tonne,0.0005842903629,2391.240479,Petroleum coke calcined,petroleum fuels,2013-01-01 00:00:00+05:30
Iron and Steel,Cubic meter,2.391898739e-05,56.23286438,Gas consumed,Natural gas,2014-01-01 00:00:00+05:30
Non-Metallic Minerals,Litres,1.121359219e-05,36.45548248,Furnace oil,petroleum fuels,2011-01-01 00:00:00+05:30
Non-Metallic Minerals,k. litres,1.466650519e-05,45.65454102,Diesel,petroleum fuels,2009-01-01 00:00:00+05:30
Iron and Steel,K. litre,2.3060079e-07,0.7178242207,Gas oils,petroleum fuels,2013-01-01 00:00:00+05:30
Iron and Steel,kwh,0.0,0.0,Electricity own generated,Forms of energy,2009-01-01 00:00:00+05:30
Non-Metallic Minerals,Litre,2.482458876e-05,80.7049408,Furnace oil,petroleum fuels,2013-01-01 00:00:00+05:30
Non-Metallic Minerals,K.litres,0.0001368481026,413.3818054,Kerosene,petroleum fuels,2012-01-01 00:00:00+05:30
Iron and Steel,Tonne,0.005450204015,22305.25977,Petroleum coke,petroleum fuels,2013-01-01 00:00:00+05:30
Machinery,tonne,0.0064332732,20914.62695,Furnace oil,petroleum fuels,2005-01-01 00:00:00+05:30
Non-Metallic Minerals,Litres,1.197827805e-05,38.94148254,Furnace oil,petroleum fuels,2012-01-01 00:00:00+05:30
Non-Metallic Minerals,Kwatt,0.0,0.0,Electricity own generated,Forms of energy,2016-01-01 00:00:00+05:30
Iron and Steel,Tonne,0.0002949973859,1207.293091,Petroleum coke calcined,petroleum fuels,2014-01-01 00:00:00+05:30
Non-Ferrous Metals,Cubic meter,0.0003263374092,766.786499,Gas consumed,Natural gas,2008-01-01 00:00:00+05:30
"Pulp, Paper and Print",K. litre,0.0195648279,59100.14844,Kerosene,petroleum fuels,2016-01-01 00:00:00+05:30
Chemicals & fertilisers,K.litres,0.0002352039446,732.1531372,Diesel,petroleum fuels,2011-01-01 00:00:00+05:30
Non-Ferrous Metals,Kwatt,0.008098719052,92304.36719,Electricity purchased,Forms of energy,2014-01-01 00:00:00+05:30
Textile and Leather,Kwatt,0.0,0.0,Electricity own generated,Forms of energy,2015-01-01 00:00:00+05:30
Non-specified Industry,Tonne,0.0001053310407,358.0302429,"Coal tar, crude",Coal & Lignite Products,2011-01-01 00:00:00+05:30
Non-Metallic Minerals,tonne,0.0001013584042,414.8148499,Petroleum coke calcined,petroleum fuels,2005-01-01 00:00:00+05:30
Wood and wood products,Kwatt,0.0,0.0,Electricity own generated,Forms of energy,2015-01-01 00:00:00+05:30
Iron and Steel,Tonne,0.0003586414387,671.9781494,Coke breeze,Coal & Lignite Products,2012-01-01 00:00:00+05:30
Transport Equipment,Tonne,0.0006558420719,2684.069824,Petroleum coke calcined,petroleum fuels,2011-01-01 00:00:00+05:30
Iron and Steel,Tonne,0.004654925782,19050.53906,Petroleum coke,petroleum fuels,2010-01-01 00:00:00+05:30
Non-Ferrous Metals,Litres,0.003887246596,12637.47168,Furnace oil,petroleum fuels,2011-01-01 00:00:00+05:30
Wood and wood products,tonne,0.0008192727109,2663.462402,Furnace oil,petroleum fuels,2005-01-01 00:00:00+05:30
"Pulp, Paper and Print",K. Watt,0.04313667767,491646.125,Electricity purchased,Forms of energy,2013-01-01 00:00:00+05:30
Textile and Leather,K. litre,0.0001199186008,389.8563843,Fuel oils n.e.c,petroleum fuels,2014-01-01 00:00:00+05:30
"Food Processing, Beverages and Tobacco",K. litre,0.0003625087265,1090.489258,Kerosene type jet fuel,petroleum fuels,2016-01-01 00:00:00+05:30
Non-Metallic Minerals,Cubic meter,2.119339808e-05,49.82508087,Gas consumed,All Gases,2011-01-01 00:00:00+05:30
Non-Metallic Minerals,k. litres,3.659963568e-07,1.139289498,High speed diesel,petroleum fuels,2005-01-01 00:00:00+05:30
